"國別地區","movie_name","上映日期","tickets","money","year","month"
"日本","彬與瑛",2023-01-06,53,12260,2023,2
"中華民國","無邊",2023-01-06,363,76840,2023,2
"美國","鞋貓劍客 2",2022-12-30,189,46987,2023,2
"中華民國","想見你",2022-12-30,5401,1334191,2023,2
"日本","劇場版 弦音 ─初始的一射─",2022-12-30,23,5480,2023,2
"日本","輝夜姬想讓人告白－永不結束的初吻",2022-12-23,98,25155,2023,2
"中華民國","夏日天空的那匹紅馬",2022-12-23,112,28000,2023,2
"德國","蘿拉快跑",2022-12-17,113,24240,2023,2
"中華民國","家家",2022-12-16,6,960,2023,2
"中華民國","一起一起",2022-12-16,499,115116,2023,2
"美國","阿凡達：水之道",2022-12-14,14684,4979756,2023,2
"日本","關於我轉生變成史萊姆這檔事劇場版 紅蓮之絆篇",2022-12-06,18,4790,2023,2
"印度","梵天神器：滅世開端",2022-12-02,170,14130,2023,2
"日本","通往夏天的隧道
 ，再見的出口",2022-12-02,6,1340,2023,2
"美國","暴戾夜",2022-12-02,17,2060,2023,2
"美國","五星饗魘",2022-12-02,198,11775,2023,2
"美國","決戰38度線",2022-11-30,579,57684,2023,2
"美國","奇異冒險",2022-11-25,50,2750,2023,2
"美國","骨肉的總和",2022-11-24,80,4400,2023,2
"英國","瘋狂富作用",2022-11-21,2,510,2023,2
"中華民國","一家子兒咕咕叫",2022-11-18,44,5210,2023,2
"中華民國","哈勇家",2022-11-11,38,4100,2023,2
"法國","抓狂養老院",2022-11-11,88,4840,2023,2
"美國","黑豹 2：瓦干達萬歲",2022-11-09,486,45937,2023,2
"美國","鱷魚歌王",2022-11-04,101,22335,2023,2
"中華民國","流麻溝十五號",2022-10-28,1798,392800,2023,2
"美國","黑亞當",2022-10-19,273,22070,2023,2
"中華民國","你在我心上",2022-10-07,91,8597,2023,2
"中華民國","舞徑",2022-09-16,27,3200,2023,2
"日本","角落小夥伴電影版：藍色月夜的魔法之子",2022-08-05,9,2370,2023,2
"美國","子彈列車",2022-08-03,69,7950,2023,2
"中華民國","徘徊年代",2022-07-22,48,9600,2023,2
"美國","超級救援狗",2022-07-10,0,0,2023,2
"美國","最後的冰川",2022-07-02,1,65,2023,2
"美國","捍衛戰士: 獨行俠",2022-05-23,65,9810,2023,2
"伊朗","橄欖樹下的情人",2022-04-22,4,840,2023,2
"伊朗","生生長流",2022-04-15,2,450,2023,2
"法國","燃燒女子的畫像",2019-12-20,110,27065,2023,2
"美國","以你的名字呼喚我",2018-01-12,73,17215,2023,2
"阿根廷","革命前夕的摩托車日記",2005-02-25,9,1520,2023,2
"英國","烈火情人",1993-04-03,3,345,2023,2
"中華民國","悲情城市",1989-10-21,524,158290,2023,2
"中華民國","《以愛為名》",2017-05-19,9876,2191014,2017,5
"法國","【第五元素】數位
 修復導演版",2017-06-16,1657,376789,2017,6
"西班牙","100公尺的人生",2017-04-28,9609,2166722,2017,4
"西班牙","100公尺的人生",2017-04-28,31,6820,2017,5
"西班牙","100公尺的人生",2017-04-28,329,74955,2017,6
"西班牙","100公尺的人生",2017-04-28,332,19130,2017,7
"西班牙","100公尺的人生",2017-04-28,0,0,2017,8
"西班牙","100公尺的人生",2017-04-28,174,37550,2017,9
"香港","29+1",2017-07-07,2140,462145,2017,7
"香港","29+1",2017-07-07,39,5850,2017,8
"澳洲","2點22分",2017-06-30,37679,8595367,2017,6
"澳洲","2點22分",2017-06-30,683,89860,2017,7
"澳洲","2點22分",2017-06-30,2089,162880,2017,8
"日本","3月的獅子後篇",2017-09-15,1909,422623,2017,9
"日本","3月的獅子前篇",2017-09-08,2327,507885,2017,9
"中華民國","52赫茲我愛你",2017-01-23,196231,45077348,2017,1
"中華民國","52赫茲我愛你",2017-01-23,4563,1062326,2017,2
"中華民國","52赫茲我愛你",2017-01-23,521,51210,2017,3
"中華民國","52赫茲我愛你",2017-01-23,1530,79730,2017,4
"法國","艾蜜莉的異想世
 界",2017-08-04,5795,1269805,2017,8
"法國","愛，那時此刻",2017-02-10,578,119115,2017,2
"瑞典","愛愛大風吹",2017-06-16,676,140635,2017,6
"英國","愛國者行動",2017-02-24,138444,31868924,2017,2
"英國","愛國者行動",2017-02-24,519,88675,2017,3
"英國","愛國者行動",2017-02-24,361,42370,2017,4
"日本","愛過了",2017-09-22,986,220770,2017,9
"土耳其","愛貓之城",2017-08-04,4738,1067430,2017,8
"土耳其","愛貓之城",2017-08-04,38,5980,2017,9
"美國","愛情昏迷中",2017-09-08,10079,2302823,2017,9
"美國","愛情齡距離",2017-09-15,15057,3414608,2017,9
"法國","愛情陷阱",2017-05-12,983,213625,2017,5
"美國","愛上火星男孩",2017-04-07,5243,1056153,2017,4
"美國","愛上火星男孩",2017-04-07,1083,102920,2017,5
"日本","愛上有機男",2017-03-17,610,128509,2017,3
"美國","愛在回家時",2017-05-26,2043,446440,2017,5
"美國","愛在回家時",2017-05-26,748,100950,2017,6
"美國","愛在回家時",2017-05-26,559,51540,2017,7
"美國","愛在回家時",2017-05-26,862,64380,2017,8
"美國","安娜貝爾：造孽",2017-08-10,475477,111699255,2017,8
"南韓","暗網殺機",2017-01-20,80,17090,2017,1
"愛爾蘭","暗夜鬼抓床",2017-09-22,258,58685,2017,9
"中國大陸","八月",2017-06-09,2384,513180,2017,6
"印度","巴霍巴利王：磅礡
 終章",2017-06-30,12710,3016972,2017,6
"印度","巴霍巴利王：磅礡
 終章",2017-06-30,1581,117560,2017,7
"印度","巴霍巴利王：磅礡終章",2017-06-30,15524,3207692,2017,8
"法國","巴黎交易員",2017-05-12,3967,898755,2017,5
"法國","芭蕾奇緣",2017-07-28,15227,3257570,2017,7
"法國","芭蕾奇緣",2017-07-28,256,42730,2017,8
"法國","芭蕾奇緣",2017-07-28,205,32770,2017,9
"日本","白百合之戀",2017-04-07,452,100205,2017,4
"中華民國","白蟻",2017-03-17,6626,1476490,2017,3
"日本","白晝的流星",2017-09-22,3108,703749,2017,9
"香港","擺渡人",2016-12-23,207280,47487245,2017,2
"香港","擺渡人",2016-12-23,5351,467990,2017,3
"法國","伴手禮",2017-01-26,1140,234990,2017,1
"法國","伴手禮",2017-01-26,0,0,2017,2
"美國","辦公室大狂殺",2017-04-07,31324,7334769,2017,4
"美國","辦公室大狂殺",2017-04-07,1644,90740,2017,5
"美國","辦公室大狂殺",2017-04-07,79,3950,2017,6
"英國","幫寶弒",2017-07-28,93,20125,2017,7
"匈牙利","綁的不是人",2017-06-09,4539,989382,2017,6
"美國","寶貝老闆",2017-03-31,408775,93670718,2017,3
"美國","寶貝老闆",2017-03-31,12136,2821223,2017,4
"美國","寶貝老闆",2017-03-31,1630,322525,2017,5
"美國","寶貝老闆",2017-03-31,15316,1157215,2017,6
"美國","寶貝老闆",2017-03-31,2677,200800,2017,7
"德國","寶拉：裸畫像",2017-06-23,2100,416785,2017,6
"中華民國","報告老師！怪怪怪怪物！",2017-07-28,184783,41680287,2017,7
"中華民國","報告老師！怪怪怪怪物！",2017-07-28,100,22765,2017,8
"中華民國","報告老師！怪怪怪怪物！",2017-07-28,222,20950,2017,9
"美國","貝士浮生錄",2017-05-19,1216,279705,2017,5
"日本","本能寺大飯店",2017-03-24,4658,1033323,2017,3
"美國","比利•林恩的中場戰事",2016-11-11,290080,114147252,2017,2
"羅馬尼亞","畢業風暴",2017-01-06,715,141440,2017,1
"羅馬
 尼亞","畢業風暴",2017-01-06,3,520,2017,2
"烏克蘭","編織愛情的詩光",2017-05-28,118,18960,2017,5
"美國","變形金剛5：最終
 騎士",2017-06-21,884711,216479328,2017,6
"美國","變形金剛5：最終騎士",2017-06-21,884998,216551498,2017,7
"美國","變形金剛5：最終騎士",2017-06-21,5779,471595,2017,8
"美國","變形金剛5：最終騎士",2017-06-21,4216,359164,2017,9
"美國","表情符號電影",2017-08-11,47591,10712773,2017,8
"美國","表情符號電影",2017-08-11,1569,114690,2017,9
"巴西","別叫我兒子",2017-01-06,209,42745,2017,1
"英國","別敲兩次門",2017-01-13,47608,10929208,2017,1
"英國","別敲兩次門",2017-01-13,283,40970,2017,2
"法國","波麗娜",2017-03-31,1200,260420,2017,3
"西班牙","波希失樂園",2017-06-23,2216,457130,2017,6
"美國","玻璃城堡",2017-09-01,4492,979969,2017,9
"日本","不幹了！我開除
 了黑心公司",2017-08-18,21217,5002644,2017,8
"日本","不幹了！我開除
 了黑心公司",2017-08-18,163,13500,2017,9
"南韓","不汗黨：地下秩序",2017-06-30,727,159385,2017,6
"日本","不要讓琴子不開心",2017-07-24,33,3730,2017,7
"日本","不要讓琴子不開心",2017-07-24,0,0,2017,8
"美國","不願面對的真相2",2017-09-22,3390,723385,2017,9
"西班牙","佈局",2017-06-02,168224,39309419,2017,6
"西班牙","佈局",2017-06-02,3798,811369,2017,7
"西班牙","佈局",2017-06-02,3797,267840,2017,8
"西班牙","佈局",2017-06-02,5804,484300,2017,9
"丹麥","拆彈少年",2017-01-13,15279,3445457,2017,1
"丹麥","拆彈少年",2017-01-13,84,12980,2017,2
"丹麥","拆彈少年",2017-01-13,642,104390,2017,3
"香港","拆彈專家",2017-04-21,76858,17622824,2017,4
"香港","拆彈專家",2017-04-21,1663,125320,2017,5
"香港","拆彈專家",2017-04-21,2040,151340,2017,6
"日本","唱吧！奇蹟！",2017-05-05,5650,1339868,2017,5
"西班牙","超越佛朗明哥：索拉的霍塔舞曲",2017-06-09,1690,345430,2017,6
"美國","沉默",2017-02-17,67952,15652196,2017,2
"美國","沉默",2017-02-17,419,48020,2017,3
"美國","沉默",2017-02-17,623,61880,2017,4
"美國","沉默",2017-02-17,38,5700,2017,5
"中國大陸","乘風破浪",2017-03-17,6950,1623028,2017,3
"中華民國","吃吃的愛",2017-05-27,365969,84682997,2017,5
"中華民國","吃吃的愛",2017-05-27,460,106585,2017,6
"中華民國","吃吃的愛",2017-05-27,4506,345510,2017,7
"中華民國","吃吃的愛",2017-05-27,740,71830,2017,8
"中華民國","痴情男子漢",2017-08-18,61977,13969341,2017,8
"法國","熾戀",2017-03-10,470,98510,2017,3
"法國","衝突的一天",2017-04-14,1406,294065,2017,4
"西班牙","寵物情劫",2017-03-24,661,144585,2017,3
"法國","初戀上女孩",2017-08-25,579,126990,2017,8
"法國","初戀上女孩",2017-08-25,15,2550,2017,9
"英國","窗外有藍天經典數位修復",2017-05-05,386,82840,2017,5
"香港","春嬌救志明",2017-04-28,50595,11719660,2017,4
"香港","春嬌救志明",2017-04-28,1449,119160,2017,5
"香港","春嬌救志明",2017-04-28,1156,130530,2017,6
"日本","春宵苦短，少女
 前進吧！",2017-09-29,2632,668726,2017,9
"南韓","純情",2017-05-19,1111,237845,2017,5
"南韓","純情",2017-05-19,46,7100,2017,6
"美國","此情可問天經典數位修復",2017-05-08,175,38500,2017,5
"美國","刺客教條",2016-12-28,397157,92918681,2017,2
"美國","刺客教條",2016-12-28,596,32200,2017,3
"中華民國","大釣哥",2017-01-26,302685,67527710,2017,1
"中華
 民國","大釣哥",2017-01-26,186,20020,2017,2
"中華民國","大釣哥",2017-01-26,5858,409780,2017,3
"中華民國","大釣哥",2017-01-26,5618,1276399,2017,4
"中華民國","大釣哥",2017-01-26,413,91775,2017,5
"南韓","代立軍",2017-07-07,239,50190,2017,7
"英國","帶來末日的女孩",2017-09-08,860,196976,2017,9
"中華民國","單車天使",2016-11-11,13160,2858278,2017,3
"南韓","單身騎士",2017-05-12,366,75210,2017,5
"美國","當貓王碰上總統",2017-01-27,82,17355,2017,1
"美國","當貓王碰上總統",2017-01-27,0,0,2017,2
"日本","當他們認真編織時",2017-03-10,21819,5000821,2017,3
"日本","當他們認真編織時",2017-03-10,262,22320,2017,4
"日本","當他們認真編織時",2017-03-10,467,40880,2017,5
"日本","刀劍神域劇場版-
 序列爭戰",2017-02-24,213256,55460938,2017,8
"日本","刀劍神域劇場版-序列
 爭戰",2017-02-24,202848,51893907,2017,2
"日本","刀劍神域劇場版-序列爭戰",2017-02-24,206940,53185728,2017,3
"日本","刀劍神域劇場版-序列爭戰",2017-02-24,5885,2114650,2017,7
"法國","到達蘭薩拉禮佛",2017-06-16,3919,845991,2017,6
"法國","盜速飛車",2017-07-14,60671,13895590,2017,7
"法國","盜速飛車",2017-07-14,3776,332820,2017,8
"法國","盜速飛車",2017-07-14,396,34980,2017,9
"中華民國","地圖的盡頭",2017-09-15,69949,15494740,2017,9
"日本","帝一之國",2017-08-04,4359,980883,2017,9
"日本","第22年的告白-我是殺人犯-",2017-08-25,24036,5607900,2017,8
"美國","第一夫人的秘密",2017-02-24,13827,3188940,2017,2
"美國","第一夫人的秘密",2017-02-24,583,43550,2017,3
"美國","第一夫人的秘密",2017-02-24,42,3500,2017,4
"德國","顛父人生",2016-12-30,7826,1670759,2017,2
"日本","電影版聲之形",2017-03-24,290251,67857211,2017,3
"日本","電影版聲之形",2017-03-24,3597,807598,2017,4
"日本","電影版妖怪手 錶：飛天巨鯨與兩個世界的大冒
 險喵！",2017-08-18,23050,5262946,2017,8
"日本","電影版妖怪手 錶：閻魔大王與五個故事喵！",2016-12-23,35580,7859742,2017,3
"日本","電影版妖怪手 錶：閻魔大王與五個故事喵！",2016-12-23,135,6750,2017,4
"日本","電影版妖怪手錶：閻魔大王與五個故事喵！",2016-12-23,34543,7804792,2017,2
"日本","電影版影子籃球員
 LASTGAME",2017-04-19,21195,5086548,2017,5
"日本","電影版影子籃球員LASTGAME",2017-04-19,21178,5082808,2017,4
"日本","電影哆啦A夢
 《大雄的南極冰
 天雪地大冒險》",2017-08-25,28000,6445649,2017,9
"日本","電影哆啦A夢《大
 雄的南極冰天雪地大冒險》",2017-08-28,27774,6394779,2017,8
"中華民
 國","釘子戶",2017-06-26,6,850,2017,6
"日本","東京喰種",2017-08-18,17405,4017863,2017,8
"日本","東京喰種",2017-08-18,42,3340,2017,9
"英國","動畫人生",2017-04-14,1033,216380,2017,4
"英國","動畫人生",2017-04-14,20,2270,2017,7
"英國","動畫人生",2017-04-14,26,2960,2017,8
"美國","鬥陣俱樂部",2017-09-22,5538,1240062,2017,9
"南韓","獨自在夜晚的海邊",2017-06-16,1040,224680,2017,6
"美國","敦克爾克大行動
 (數位IMAX2D版)",2017-07-20,443279,112667259,2017,8
"美國","敦克爾克大行動
 (數位IMAX2D版)",2017-07-20,7209,553545,2017,9
"美國","敦克爾克大行動(數位IMAX2D版)",2017-07-20,442632,112508079,2017,7
"美國","奪命潘朵拉",2017-07-07,25590,5523353,2017,7
"美國","奪命潘朵拉",2017-07-07,1278,122800,2017,8
"南韓","厄夜直播",2017-06-30,1144,260685,2017,6
"日本","惡靈古堡：血仇",2017-06-02,17157,4216958,2017,6
"美國","惡靈古堡：最終
 章",2017-01-26,999386,246708721,2017,1
"美國","惡靈古堡：最終章",2017-01-26,999553,246753359,2017,2
"美國","惡靈古堡：最終章",2017-01-26,6400,501410,2017,3
"美國","惡靈古堡：最終章",2017-01-26,2578,217080,2017,4
"美國","惡靈古堡：最終章",2017-01-26,1388,317980,2017,5
"美國","惡靈金庫",2017-09-01,189,41185,2017,9
"南韓","惡女",2017-06-16,3601,780210,2017,6
"以色列","兒子的完美告別",2017-07-07,3521,749250,2017,7
"英國","犯罪教條",2017-04-07,1717,384715,2017,4
"英國","販賣愛情",2017-09-29,639,131885,2017,9
"南韓","仿聲靈",2017-09-15,4603,1032033,2017,9
"德國","放生員工請注意",2017-07-07,703,148010,2017,7
"俄羅斯","飛向太空",2017-06-12,25,5000,2017,6
"美國","分裂",2017-02-03,694473,162759411,2017,2
"美國","分裂",2017-02-03,2507,252390,2017,3
"美國","分裂",2017-02-03,7736,610230,2017,4
"美國","分裂",2017-02-03,511,28660,2017,5
"芬蘭","芬蘭湯姆",2017-08-25,1285,281463,2017,8
"芬蘭","芬蘭湯姆",2017-08-25,31,6820,2017,9
"法國","芬妮的勇敢旅程",2017-08-25,1366,269300,2017,8
"德國","風水逝家",2017-04-28,976,207195,2017,4
"中華民國","復仇",2017-07-05,6,870,2017,7
"法國","鋼琴教師",2016-12-16,2084,436100,2017,8
"美國","鋼鐵英雄",2016-11-25,505750,115487556,2017,2
"美國","鋼鐵英雄",2016-11-25,1980,221010,2017,3
"中國大陸","港囧",2017-04-21,20,4300,2017,4
"義大利","告解高峰會",2017-01-13,1400,279735,2017,1
"美國","格雷的五十道陰影：束縛",2017-02-10,362140,86285775,2017,2
"美國","格雷的五十道陰影：束縛",2017-02-10,1462,79290,2017,3
"美國","格雷的五十道陰影：束縛",2017-02-10,6392,538970,2017,4
"美國","格雷的五十道陰影：束縛",2017-02-10,97,8420,2017,5
"日本","葛城事件",2017-05-12,50,10670,2017,5
"印度","功夫瑜伽",2017-01-26,61942,14340751,2017,1
"印度","功夫瑜伽",2017-01-26,0,0,2017,2
"印度","功夫瑜伽",2017-01-26,63,7560,2017,3
"法國","攻敵必救",2017-03-03,42733,9950990,2017,3
"法國","攻敵必救",2017-03-03,3106,207030,2017,4
"法國","攻敵必救",2017-03-03,1505,149425,2017,5
"美國","攻殼機動隊",2017-03-30,336659,83842953,2017,3
"美國","攻殼機動隊",2017-03-30,95,22850,2017,4
"美國","攻殼機動隊",2017-03-30,3519,301648,2017,5
"美國","攻殼機動隊",2017-03-30,6704,531395,2017,6
"日本","攻殼機動隊1995",2017-05-05,5916,1412371,2017,5
"日本","攻殼機動隊1995",2017-05-05,321,31040,2017,6
"中華民國","狗狗傷心誌",2017-09-22,188,41360,2017,9
"日本","古都",2017-02-24,8028,1685940,2017,2
"日本","古都",2017-02-24,451,38010,2017,4
"香港","骨妹",2017-07-07,1027,225765,2017,7
"美國","怪獸卡車",2017-01-13,49727,11413791,2017,1
"美國","怪獸卡車",2017-01-13,1377,99420,2017,2
"美國","怪獸卡車",2017-01-13,1430,100590,2017,3
"美國","怪獸與牠們的產地",2016-11-17,1261088,309400101,2017,2
"美國","怪獸與牠們的產地",2016-11-17,839,61360,2017,3
"日本","怪物彈珠電影版前往始源之地",2017-04-07,2632,655529,2017,4
"美國","關鍵少數",2017-01-13,250514,58689936,2017,1
"美國","關鍵少數",2017-01-13,2398,554508,2017,2
"美國","關鍵少數",2017-01-13,5497,425605,2017,3
"美國","關鍵少數",2017-01-13,5343,524230,2017,4
"美國","關鍵少數",2017-01-13,521,116710,2017,5
"日本","光",2017-07-14,1347,279890,2017,7
"美國","閨蜜假期",2017-09-15,29266,6745951,2017,9
"美國","鬼影隨行",2017-05-05,204,44175,2017,5
"挪威","國王的抉擇",2017-02-24,999,206385,2017,2
"美國","哈佛沒教的幸福課",2017-09-08,10864,2481663,2017,9
"美國","哈利本森：大攝影家",2017-05-19,664,143780,2017,5
"美國","還有機會說再見",2017-09-01,19361,4247752,2017,9
"美國","海邊的曼徹斯特",2017-01-26,43582,9671653,2017,1
"美國","海邊的曼徹斯特",2017-01-26,7766,1738402,2017,2
"美國","海邊的曼徹斯特",2017-01-26,1113,181230,2017,3
"美國","海邊的曼徹斯特",2017-01-26,391,45400,2017,4
"義大利","海上焰火",2017-05-12,1154,255589,2017,5
"中華民國","海灘的一天",2017-07-14,5209,1172465,2017,7
"中華民國","海灘的一天",2017-07-14,26,6060,2017,8
"美國","海灘救護隊",2017-05-25,340004,78034698,2017,5
"美國","海灘救護隊",2017-05-25,29,6160,2017,6
"美國","海灘救護隊",2017-05-25,6035,467650,2017,7
"美國","海灘救護隊",2017-05-25,3795,284075,2017,8
"美國","海灘救護隊",2017-05-25,72,7930,2017,9
"美國","海洋奇緣",2017-01-26,457236,104860810,2017,1
"美國","海洋奇緣",2017-01-26,7644,1750188,2017,2
"美國","海洋奇緣",2017-01-26,3813,328895,2017,3
"美國","海洋奇緣",2017-01-26,7250,602980,2017,4
"美國","海洋奇緣",2017-01-26,470,97250,2017,5
"美國","捍衛任務2：殺神回歸",2017-02-10,362365,84371835,2017,2
"美國","捍衛任務2：殺神回歸",2017-02-10,1102,116500,2017,3
"美國","捍衛任務2：殺神回歸",2017-02-10,5847,395085,2017,4
"日本","好想大聲說出心
 底的話",2017-08-18,2146,508680,2017,8
"香港","合約男女",2017-02-17,8536,1950044,2017,2
"香港","合約男女",2017-02-17,384,56010,2017,3
"日本","何者",2017-01-06,8719,1980025,2017,1
"日本","何者",2017-01-06,0,0,2017,2
"匈牙利","黑吃黑",2017-01-13,9865,1985477,2017,1
"匈牙利","黑吃黑",2017-01-13,750,76460,2017,2
"日本","黑金丑島君
 THEFINAL-身世
 大解密",2017-01-20,226,50870,2017,1
"日本","黑貓魯道夫",2017-02-03,5032,1138276,2017,2
"日本","黑貓魯道夫",2017-02-03,94,14760,2017,3
"美國","黑色追緝令",2017-03-31,4691,1033223,2017,3
"美國","黑塔",2017-08-31,115334,26233098,2017,8
"中華
 民國","黑熊森林",2016-12-09,22909,5162647,2017,2
"中華民國","黑熊森林",2016-12-09,238,49980,2017,3
"日本","黑執事劇場版豪華客船
 編",2017-02-10,15779,3861541,2017,2
"日本","黑執事劇場版豪華客船編",2017-02-10,15779,3861541,2017,3
"日本","紅的告別式",2017-03-03,1018,240201,2017,3
"中華民國","紅衣小女孩2",2017-08-25,458828,104794427,2017,8
"中華民國","紅衣小女孩2",2017-08-25,2560,596969,2017,9
"日本","花芯：背德禁戀",2017-06-23,989,210360,2017,6
"日本","花芯：背德禁戀",2017-06-23,157,13020,2017,8
"日本","花與蛇",2017-05-05,5,1050,2017,5
"日本","花與蛇2：巴黎/靜子",2017-05-05,6,1230,2017,5
"日本","花與蛇3",2017-05-05,2,420,2017,5
"日本","花與蛇ZERO",2017-05-05,4,860,2017,5
"日本","花戰",2017-07-28,8334,1770324,2017,7
"日本","花戰",2017-07-28,231,45335,2017,8
"日本","花戰",2017-07-28,77,12315,2017,9
"美國","歡樂好聲音",2016-12-09,283657,64670149,2017,2
"美國","歡樂好聲音",2016-12-09,4351,238660,2017,3
"英國","歡迎光臨貝拉的
 奇幻花園",2017-01-13,1123,246850,2017,1
"英國","歡迎光臨貝拉的奇幻花園",2017-01-13,1236,264260,2017,2
"法國","歡迎來到詩樂園",2017-06-02,1061,230485,2017,6
"德國","歡迎來住我家",2017-07-21,4169,855225,2017,7
"德國","歡迎來住我家",2017-07-21,390,44690,2017,8
"法國","環法心節奏",2017-07-07,736,148455,2017,7
"日本","黃金拼圖 PRETTYDAYS",2017-04-24,595,142314,2017,4
"南韓","回聲戀習曲",2017-05-26,329,70570,2017,5
"英國","回憶的餘燼",2017-04-07,2743,569385,2017,4
"南韓","機密同盟",2017-02-17,3755,848879,2017,2
"南韓","機密同盟",2017-02-17,508,74870,2017,5
"美國","極地追擊",2017-09-29,56313,12811437,2017,9
"美國","極凍之城",2017-07-28,68817,16022868,2017,7
"美國","極凍之城",2017-07-28,380,34795,2017,8
"美國","極凍之城",2017-07-28,584,58950,2017,9
"日本","極惡刑事",2017-05-19,34,6570,2017,5
"美國","加勒比海盜神鬼奇
 航：死無對證",2017-05-25,976904,227972013,2017,7
"美國","加勒比海盜神鬼奇航：死無對證",2017-05-25,963686,226840854,2017,5
"美國","加勒比海盜神鬼奇航：死無對證",2017-05-25,1628,384349,2017,6
"美國","加勒比海盜神鬼奇航：死無對證",2017-05-25,17039,1251000,2017,8
"美國","加勒比海盜神鬼奇航：死無對證",2017-05-25,417,41840,2017,9
"中華民國","健忘村",2017-01-26,158420,36365805,2017,1
"中華民國","健忘村",2017-01-26,10,2360,2017,2
"中華民國","健忘村",2017-01-26,3302,247140,2017,3
"中華民國","健忘村",2017-01-26,5,400,2017,4
"法國","交換心人生",2017-07-07,944,194200,2017,7
"義大利","叫我鋼鐵俠",2017-06-02,177,37415,2017,6
"中華民
 國","接線員",2017-06-23,13013,2867038,2017,6
"中華民國","接線員",2017-06-23,310,45950,2017,7
"中華民國","接線員",2017-06-23,309,44030,2017,8
"瑞士","解放女性",2017-02-17,300,59360,2017,2
"日本","今天的吉良同學",2017-06-30,987,233101,2017,6
"香港","今晚打喪屍",2017-06-30,4458,965006,2017,6
"香港","今晚打喪屍",2017-06-30,15,1500,2017,8
"義大利","今夜，陽光燦爛",2017-09-15,790,156535,2017,9
"美國","金爆內幕",2017-03-24,11898,2732442,2017,3
"美國","金爆內幕",2017-03-24,622,90350,2017,4
"美國","金爆內幕",2017-03-24,83,8300,2017,5
"美國","金剛：骷髏島",2017-03-09,1058581,254969840,2017,3
"美國","金剛：骷髏島",2017-03-09,4258,369715,2017,4
"美國","金剛：骷髏島",2017-03-09,15547,1206735,2017,6
"美國","金剛：骷髏島",2017-03-09,56,15940,2017,7
"美國","金剛戰士",2017-03-24,107313,24652043,2017,3
"美國","金剛戰士",2017-03-24,2419,182360,2017,4
"美國","金剛戰士",2017-03-24,264,20890,2017,5
"美國","金剛戰士",2017-03-24,81,8330,2017,6
"法國","金金計較",2017-03-10,5970,1253927,2017,3
"英國","金牌特勤隊",2017-09-15,7193,1605473,2017,9
"美國","金牌特務：機密對決(數位 IMAX2D版)",2017-09-20,1393197,332855534,2017,9
"南韓","金權性內幕",2017-04-21,2370,557187,2017,4
"南韓","金權性內幕",2017-04-21,76,11700,2017,5
"美國","驚狂",2017-09-29,301,68210,2017,9
"日本","驚濤駭浪的陰影",2017-01-09,151,30200,2017,1
"俄羅斯","鏡子",2017-06-19,21,4080,2017,6
"香港","救殭清道夫",2017-03-17,15064,3295999,2017,3
"美國","救命解藥",2017-02-17,71886,16552427,2017,2
"美國","救命解藥",2017-02-17,1411,116180,2017,3
"美國","救命解藥",2017-02-17,441,40850,2017,4
"美國","救命解藥",2017-02-17,1886,108890,2017,5
"美國","救命解藥",2017-02-17,19,2850,2017,6
"日本","劇場版艦隊 COLLECTION",2017-03-17,9257,2262352,2017,3
"美國","決戰異世界：弒血之戰",2016-12-01,212837,48648581,2017,2
"法國","絕代天后黛莉達",2017-09-29,1137,236542,2017,9
"美國","絕魂夜",2017-04-21,688,148280,2017,4
"美國","絕境之南",2017-03-10,152,33355,2017,3
"匈牙利","絕命迴圈",2017-04-24,15,2080,2017,4
"匈牙利","絕命迴圈",2017-04-24,1,150,2017,5
"南韓","軍艦島",2017-08-18,298471,68660643,2017,8
"南韓","軍艦島",2017-08-18,11,2310,2017,9
"美國","咖啡與菸",2017-01-06,1788,386255,2017,1
"中國大
 陸","卡夫卡的K",2017-06-06,108,16680,2017,6
"德國","卡夫卡之洞",2017-05-30,115,17850,2017,5
"德國","凱特布蘭琪：宣
 言13",2017-09-22,1511,333315,2017,9
"義、法","坎特伯雷故事",2017-05-27,236,35850,2017,5
"美國","柯羅索巨獸",2017-04-21,37354,8639364,2017,4
"美國","柯羅索巨獸",2017-04-21,4443,389705,2017,5
"美國","柯羅索巨獸",2017-04-21,431,40070,2017,6
"加拿大","恐懼虛空",2017-06-30,393,84615,2017,6
"南韓","酷瓜人生",2017-02-10,2496,521365,2017,2
"南韓","酷瓜人生",2017-02-10,182,38400,2017,3
"南韓","酷瓜人生",2017-02-10,174,32170,2017,6
"南韓","酷瓜人生",2017-02-10,34,4690,2017,8
"法國","狂舞摯愛",2017-05-05,1463,291020,2017,5
"南韓","困獸之網",2017-03-03,521,109890,2017,3
"法國","辣媽好孕到",2017-08-25,1482,312971,2017,8
"法國","辣媽好孕到",2017-08-25,549,80430,2017,9
"日本","蠟筆小新電影宇
 宙人PI力來襲",2017-08-04,11375,2600315,2017,8
"美國","藍色小精靈：失落的藍藍村",2017-03-31,24422,5437014,2017,3
"美國","藍色小精靈：失落的藍藍村",2017-03-31,317,52200,2017,4
"美國","藍色小精靈：失落的藍藍村",2017-03-31,1797,110780,2017,5
"美國","藍色小精靈：失落的藍藍村",2017-03-31,359,29900,2017,6
"日本","藍心狂想曲",2017-05-26,67,12220,2017,5
"中國大陸","狼圖騰",2017-04-21,115,26970,2017,4
"中國大陸","老炮兒",2017-05-05,2768,605095,2017,5
